ObjectID,GlobalID,Year,Event Name,Classification Status,Rating Status,Event Type,Initial Data Sources,Location Description,Province,Surveys Completed,Damage,Investigation initiated by NTP,Ground survey completed independently by NTP,Event Description,Web Map Link,Event Sub-Type,Damage Summary,Track Length (km),Maximum Path Width (m),Maximum Wind Speed (km/h),Time (Local),Parent Storm Type,EF-scale DI/DOD,Injuries,Concurrent Event,Unique ID,Mean Motion (from),Day,Month,Time (UTC),Local Time Zone,Fatalities,Damage Cost ($K),Event Summary Map Provided?,x,y
1123,ed00eaaf-be8a-4360-8160-4725dbe8a948,2021,Pineneedle Lake,final_classification_completed,final_rating_completed,downburst,ntp_email_eg_ntpuwoca,Damage area,Ontario,satellite,ef1,yes,,"Tree damage was reported near Pineneedle Lake and Sydney Lake, west of Ear Falls after a storm passed through the area. Satellite imagery review revealed widespread weak tree damage. Active forest fires in the area may have obscured some evidence of tree damage. Event assessed as EF1 downburst, with estimated max. wind speed of 145 km/h.",,,,,,145,1100,,C-T/DOD-5 (LB),unknown,N/A,,,23,7,1600,CDT,0,unknown,No,-94.3856999999984,50.6356999999991
1124,1bdd3a95-5cfd-47f3-8640-ae62ab142f03,2021,Sainte-Marie,final_classification_completed,final_rating_completed,tornado_over_land,ntp_email_eg_ntpuwoca,Start of damage track,Quebec,satellite,ef0,yes,,"Witnesses reported a brief tornado south of Sainte-Marie (east of Saint-Elzéar) and captured video of the rain-wrapped circulation. Isolated tree damage was reported in this area and satellite imagery review confirmed a short path of weak damage. Damage assessed as EF0 tornado, with an estimated max. wind speed of 130 km/h, track length of 0.68 km and max. path width of 310 m. Tornado motion was from the W (approx. 275 degrees).",,,,0.68,310,130,1815,QLCS,C-T/DOD-4 (LB+),0,N/A,,275,21,6,2215,EDT,0,unknown,No,-71.0227,46.41
1125,8d6b92b8-bea2-4737-8e0e-855b8840bf51,2021,Saint-Cyrille-de-Wendover,final_classification_completed,final_rating_completed,unclassified_wind_damage,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Damage area,Quebec,satellite,ef1,yes,,"Several power poles were snapped northeast of Saint-Cyrille-de-Wendover following a storm passing through the area. Satellite imagery review revealed no visible damage. Evidence available is insufficient to confirm event type, and event is assessed as EF1 Unclassified Wind Damage, with an estimated max. wind speed of 145 km/h.
 ",,,,,,145,1550,Supercell,C-ETL/DOD-4 (LB),unknown,N/A,,,21,6,1950,EDT,0,unknown,No,-72.4093,45.9454
1126,ebb207d5-073e-4469-84d2-f9f00c6a623f,2021,Saint-Samuel,final_classification_completed,final_rating_completed,downburst,storm_track_of_interest_eg_base,Damage area,Quebec,satellite,ef1,yes,,"Tree damage was discovered east of Saint-Samuel during satellite imagery review of a storm track of interest. Event assessed as an EF1 downburst, with estimated max. wind speed of 145 km/h.",,,,,,145,1610,Supercell,C-T/DOD-5 (LB),unknown,N/A,,,21,6,2010,EDT,0,unknown,No,-72.1643,46.0697
1127,cf58b805-313f-443a-8c9b-f20575708971,2021,Canning Lake (Whitestone),final_classification_completed,final_rating_completed,downburst,storm_track_of_interest_eg_base,Damage area,Ontario,satellite,ef1,yes,,"Tree damage was discovered near Canning Lake (south of Whitestone) during satellite imagery review of a storm track of interest. Event assessed as an EF1 downburst (microburst), with estimated max. wind speed of 145 km/h.",,microburst,,,,145,1000,QLCS,C-T/DOD-5 (LB),0,N/A,,,20,7,1400,EDT,0,unknown,No,-79.9756999999986,45.6102999999992
1128,5f063c83-3c2d-4d71-8050-9506405fff38,2021,Coatsworth,final_classification_completed,final_rating_completed,downburst,"facebook_eg_instant_weather,eccc_eg_forwarded_report",Damage area,Ontario,satellite,ef1,yes,,"Several power poles were snapped east of Coatsworth following a storm passing through the area. Witness at local wind farm reported localized strong winds along with rain and hail. Satellite imagery review revealed no visible damage. Event assessed as an EF1 micoburst, with estimated max. wind speed of 145 km/h.",,microburst,,,,145,1950,,C-ETL/DOD-4 (LB),unknown,N/A,,,20,7,2350,EDT,0,unknown,No,-82.331,42.172
1129,d394f6ce-41df-43d5-89d5-3f176894ce61,2021,Manawan Lake,final_classification_completed,final_rating_completed,unclassified_wind_damage,storm_track_of_interest_eg_base,Damage area,Saskatchewan,satellite,ef1,yes,,"Isolated tree damage was discovered near Manawan Lake (northwest of Pelican Narrows) during satellite imagery review of a storm track of interest. Damage visible in an area with sparse tree growth and evidence available is insufficient to confirm event type. Event is assessed as EF1 Unclassified Wind Damage, with an estimated max. wind speed of 145 km/h.",,,,,,145,1600,,C-T/DOD-5 (LB),unknown,N/A,,,22,7,2200,CST,0,unknown,No,-103.2157,55.454
1130,c373b1be-6680-46d4-8f61-d735644ffe7b,2021,Eden - Walsh,final_classification_completed,final_rating_completed,downburst,"ntp_web_form_eg_uwocantp,twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Damage area,Ontario,"satellite,ground,drone",ef0,yes,yes,"Tree, crop and some structural damage was reported from the Eden area extending east-southeast to Lake Erie after a bow echo storm passed through parts of southwestern Ontario. Communites (and surrouding rural areas) impacted include Mabee's Corners, South Middleton, Wyecombe, Glenshee, Silver Hill, Pine Grove, Walsh and Vittoria. An NTP ground and drone survey on September 16, 2021 documented some of the damage within the region. Damage assessed as EF0 downburst, with an estimated max. wind speed of 130 km/h. Satellite imagery review revealed widespread intermittent weak tree and crop damage, visible over a distance of 35+ km.",https://ntpopendata-westernu.opendata.arcgis.com/apps/eden-walsh-on-sep-12-2021-event-summary-map/explore,,,,,130,2240,QLCS,C-T/DOD-4 (LB+),unknown,N/A,,,12,9,240,EDT,0,unknown,Yes,-80.5895,42.7775
1131,e228e711-81aa-466c-8b1a-e9d1a67a2559,2021,Aubrey Lake (Algoma),final_classification_completed,final_rating_completed,tornado_over_land,storm_track_of_interest_eg_base,Start of damage track,Ontario,satellite,ef1,yes,,"Satellite imagery review of a storm track of interest revealed a weak tornado damage path through a heavily treed area. Damage assessed as EF1 tornado, with an estimated max. wind speed of 145 km/h, track length of 7.75 km and max. path width of 180 m. Tornado motion was from the WSW (approx. 245 degrees). Reports of tree damage from the same parent storm were also confirmed during satellite imagery review, with area of EF1 unclassified wind damage identified west of the tornado track (Rocky Island Lake).",,,,7.75,180,145,1428,QLCS,C-T/DOD-5 (LB),0,N/A,,245,29,8,1828,EDT,0,unknown,No,-83.1691,46.8669
1132,0c134062-40e1-4f8b-8e5c-3b258d731827,2021,Anima Nipissing Lake,final_classification_completed,final_rating_completed,downburst,eccc_eg_forwarded_report,Damage area,Ontario,satellite,ef1,yes,,"Tree damage was reported on Sugarloaf Island in Anima Nipissing Lake following a storm passing through the area. Satellite imagery review revealed visible tree damage on the island and areas further west. Damage assessed as EF1 downburst, with estimated max. wind speed of 145 km/h. ",,,,,,145,1820,,C-T/DOD-5 (LB),0,N/A,,,29,8,2220,EDT,0,unknown,No,-79.897,47.2583
1133,62b3fe58-70c1-449b-818f-5b4798908eb3,2021,Rocky Island Lake (Algoma),final_classification_completed,final_rating_completed,unclassified_wind_damage,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Damage area,Ontario,satellite,ef1,yes,,"Tree damage was reported in the Rocky Island Lake area, south of Aubrey Falls, following a storm passing through. Satellite imagery review revealed visible tree damage along Black Creek Road, however evidence available at this time is insufficient to confirm event type. Event is assessed as EF1 unclassified wind damage, with an estimated max. wind speed of 145 km/h. The same parent storm later produced an EF1 tornado further east near Aubrey Lake.",,,Tree damage (blowdown) detected during satellite imagery review,,,145,1425,QLCS,C-T/DOD-5 (LB),unknown,N/A,,,29,8,1825,EDT,0,unknown,No,-83.2433,46.8462
1134,7f7603bd-cd8f-44c6-8e7c-2e942b314080,2021,Latchford,final_classification_completed,final_rating_completed,unclassified_wind_damage,facebook_eg_instant_weather,Damage area,Ontario,satellite,ef1,yes,,"Tree damage was reported south of Latchford following a storm passing through the area. Satellite imagery review revealed isolated visible tree damage in the area of the report, however evidence available at this time is insufficient to confirm event type. Event is assessed as EF1 unclassified wind damage, with an estimated max. wind speed of 145 km/h.",,,,,,145,1835,,C-T/DOD-5 (LB),0,N/A,,,29,8,2235,EDT,0,unknown,No,-79.7932,47.2844
1135,30f69d8e-2608-435b-83e9-8d2a6d190991,2021,Lac Patrie,final_classification_completed,final_rating_completed,tornado_over_land,storm_track_of_interest_eg_base,Start of damage track,Quebec,satellite,ef1,yes,,"Satellite imagery review of a storm track of interest reveal a tornado damage track through a heavily treed area. Damage assessed as EF1 tornado, with an estimated max. wind speed of 145 km/h, track length of 5.30 km and max. path width of 130 m. Tornado motion was from the WSW (approx. 245 degrees). The supercell parent storm had already produced an EF1 tornado near Lac Turgeon.",,,,5.3,130,145,1931,Supercell,C-T/DOD-5 (LB),0,N/A,,240,29,8,2331,EDT,0,unknown,No,-78.6817,49.0916
1136,f927f460-8679-4ed8-8bbc-dba93e0fee27,2021,L'Alverne,final_classification_completed,final_rating_completed,unclassified_wind_damage,storm_track_of_interest_eg_base,Damage area,Quebec,satellite,ef1,yes,,"Satellite imagery review of a storm track of interest revealed an isolated area of tree damage. Evidence available is insufficient to confirm event type, and event is assessed as EF1 Unclassified Wind Damage, with an estimated max. wind speed of 145 km/h.",,,,,,145,1458,,C-T/DOD-5 (LB),unknown,N/A,,,26,8,1858,EDT,0,unknown,No,-66.7346,48.2306
1137,3a6dbf8f-51e6-4223-8fff-4968a8c5ba4d,2021,LaSalle,final_classification_completed,final_rating_completed,downburst,"ntp_web_form_eg_uwocantp,twitter_eg_ntp_hashtag",Damage area,Ontario,satellite,ef0,yes,,"Minor structural and tree damage was reported in the LaSalle area following a storm passing through. Damage assessed as EF0 downburst, with estimated max. wind speed of 100 km/h. Satellite imagery revealed no visible damage.",,,,,,100,1545,,SBO/DOD-2 (LB),unknown,N/A,,,11,8,1945,EDT,0,unknown,No,-83.0427,42.219
1138,f128bd0b-8f3f-4a81-861d-5af0d6b364bf,2021,Crawford Lake (Magnetawan),final_classification_completed,final_rating_completed,unclassified_wind_damage,ntp_web_form_eg_uwocantp,Damage area,Ontario,satellite,ef0,yes,,"Tree damage was reported at Crawford Lake (southwest of Magnetawan) following a storm passing through the area. Satellite imagery review revealed some weak tree damage in the area, however evidence available at this time is insufficient to confirm event type. Event is assessed as EF0 unclassified wind damage, with an estimated max. wind speed of 130 km/h.",,,,,,130,1015,QLCS,C-T/DOD-4 (LB+),unknown,N/A,,,20,7,1415,EDT,0,unknown,No,-79.742,45.605
1139,1c5efa3d-ea28-44e7-8e32-39d0e51ece22,2021,Thorndale,final_classification_completed,final_rating_completed,downburst,twitter_eg_ntp_hashtag,Damage area,Ontario,satellite,ef0,yes,,"Tree damage reported south of Thorndale following a storm passing through the area. Satellite imagery review revealed no visible damage. Event assessed as EF0 microburst, with an estimated max. wind speed of 115 km/h.",,microburst,,,,115,1700,,C-T/DOD-3 (EXP),unknown,N/A,,,26,8,2100,EDT,0,unknown,No,-81.1523,43.057
1140,9c8b4b55-c8c5-4585-83ed-62cf3518f79c,2021,Hanna,final_classification_completed,final_rating_completed,non_tornadic_vortex,facebook_eg_instant_weather,Estimated event location,Alberta,satellite,negligible_none,,,Witness captured a photo of a vortex-funnel cloud aloft north of Hanna. No evidence of vortex contact with the surface and no damage reported. Satellite imagery review revealed no visible damage.  ,,vortex_funnel_cloud_aloft,,,,,1215,,,0,N/A,,,24,6,1815,MDT,0,unknown,No,-111.92,51.75
1141,b7f5a132-e1af-4862-8052-524ce425e6eb,2021,Lacombe,final_classification_completed,final_rating_completed,non_tornadic_vortex,facebook_eg_instant_weather,Estimated event location,Alberta,satellite,negligible_none,,,Witness captured video of a vortex-funnel cloud aloft east of Lacombe. No evidence of vortex contact with the surface and no damage reported. Satellite imagery review revealed no visible damage.  ,,vortex_funnel_cloud_aloft,,,,,1055,,,0,N/A,,,24,6,1655,MDT,0,unknown,No,-113.57,52.44
1142,039d5d1c-9b12-404a-883e-7e214e78ccba,2021,Rumsey,final_classification_completed,final_rating_completed,unclassified_visual_vortex,twitter_eg_ntp_hashtag,Estimated event location,Alberta,satellite,negligible_none,,,"Witness captured a photo of a vortex attached to cloud base northwest of Rumsey. Nature of vortex contact with the surface is not clear as view was obscured. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex. Event time is estimated.",,,,,,,1200,,,unknown,N/A,,,24,6,1800,MDT,0,unknown,No,-112.95,51.88
1143,2a031802-bf53-43b5-8300-078c020691dc,2021,Byemoor,final_classification_completed,final_rating_completed,unclassified_visual_vortex,facebook_eg_instant_weather,Estimated event location,Alberta,satellite,negligible_none,,,"Witness captured a photo of a vortex attached to cloud base west of Byemoor. Nature of vortex contact with the surface is not clear as view was obscured. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1525,,,unknown,N/A,,,24,6,2125,MDT,0,unknown,No,-112.5,52
1144,6feab24c-3fd8-48d3-8f5c-addede7d60bd,2021,Edberg,final_classification_completed,final_rating_completed,unclassified_visual_vortex,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated event location,Alberta,satellite,negligible_none,,,"Witness captured a photo of a vortex attached to cloud base north of Edberg (also seen from Camrose area), however nature of vortex contact with the surface is unclear as view was obscured. No damage reported and satellite imagery review revealed no visible damage. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1045,,,unknown,N/A,,,7,6,1645,MDT,0,unknown,No,-112.83,52.86
1145,5db50ffc-d93c-412f-8276-4f4db9ff5485,2021,Duchess,final_classification_completed,final_rating_completed,unclassified_visual_vortex,twitter_eg_ntp_hashtag,Estimated event location,Alberta,satellite,negligible_none,,,"Witness captured a photo of a vortex attached to cloud base in the Duchess area. Nature of vortex contact with the surface is not clear as view was obscured. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex. Event time is estimated.",,,,,,,1405,,,unknown,N/A,,,9,7,2005,MDT,0,unknown,No,-111.9,50.7
1146,fa06e211-c1ec-4fc7-8fa5-f748165c1890,2021,Stewart Valley,final_classification_completed,final_rating_completed,unclassified_visual_vortex,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated event location,Saskatchewan,satellite,negligible_none,,,"Witnesses captured photos of a vortex attached to cloud base near Stewart Valley. Nature of vortex contact with the surface is not clear as view was obscured. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex. ",,,,,,,1520,,,unknown,N/A,,,9,7,2120,CST,0,unknown,No,-107.869999999998,50.5499999999991
1147,8c1908bc-7d0a-42ab-87ab-d32d636554f3,2021,Pretty Valley,final_classification_completed,final_rating_completed,non_tornadic_vortex,facebook_eg_instant_weather,Estimated event location,Manitoba,satellite,negligible_none,,,Witnesses captured video and photos of a vortex-funnel cloud aloft near Pretty Valley. No evidence of vortex contact with the surface and no damage reported. Satellite imagery review revealed no visible damage.  ,,vortex_funnel_cloud_aloft,,,,,1130,,,unknown,N/A,,,27,6,1630,CDT,0,unknown,No,-101.28,51.97
1148,5ca63a48-5cd8-42c6-88b4-a3f148ce49d9,2021,Bentley,final_classification_completed,final_rating_completed,non_tornadic_vortex,twitter_eg_ntp_hashtag,Estimated event location,Alberta,satellite,negligible_none,,,Witness captured a photo of a vortex-funnel cloud aloft near Bentley. No evidence of vortex contact with the surface and no damage reported. Satellite imagery review revealed no visible damage.  ,,vortex_funnel_cloud_aloft,,,,,2125,,,unknown,N/A,,,21,7,325,MDT,0,unknown,No,-114.09,52.44
1149,de5d971f-8785-4794-8e92-794e988e01c3,2021,Saint-Amable,final_classification_completed,final_rating_completed,non_tornadic_vortex,facebook_eg_instant_weather,Estimated event location,Quebec,satellite,negligible_none,,,Witnesses captured video and photos of a vortex-funnel cloud aloft south of Saint-Amable. No evidence of vortex contact with the surface and no damage reported. Satellite imagery review revealed no visible damage.  ,,vortex_funnel_cloud_aloft,,,,,1600,,,unknown,N/A,,,27,7,2000,EDT,0,unknown,No,-73.3,45.61
1150,190c1215-2255-4e6c-8a0a-f422b0f94f71,2021,North Buxton,final_classification_completed,final_rating_completed,unclassified_visual_vortex,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated event location,Ontario,satellite,negligible_none,yes,,"Witnesses captured photos of a vortex attached to cloud base near North Buxton (also seen from Pain Court and Chatham), however nature of vortex contact with the surface is unclear as view was obscured to witnesses and in imagery provided. No damage reported and satellite imagery review revealed no visible damage. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1355,,,unknown,N/A,,,8,6,1755,EDT,0,unknown,No,-82.26,42.31
1151,2394c292-3f21-429c-8779-28171a926465,2021,Glenboro,final_classification_completed,final_rating_completed,unclassified_visual_vortex,facebook_eg_instant_weather,Estimated event location,Manitoba,satellite,negligible_none,,,"Witnesses captured photos of a vortex attached to cloud base in the Glenboro area (seen from Belmont and Treesbank), however nature of vortex contact with the surface is unclear as view was obscured to witnesses and in imagery provided. No damage reported and satellite imagery review revealed no visible damage. Based on evidence available, event assessed as an Unclassified Visual Vortex.
 ",,,,,,,1530,,,unknown,N/A,,,9,6,2030,CDT,0,unknown,No,-99.45,49.54
1152,6d21ee36-70a6-4341-89c0-51a80d71ed68,2021,Louisville,final_classification_completed,final_rating_completed,unclassified_visual_vortex,twitter_eg_ntp_hashtag,Estimated event location,Ontario,satellite,negligible_none,yes,,"Witnesses captured photos of a vortex attached to cloud base in the Louisville area, however nature of vortex contact with the surface is unclear as view was obscured to witnesses and in imagery provided. No damage reported and satellite imagery review revealed no visible damage. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1445,,,unknown,N/A,,,14,6,1845,EDT,0,unknown,No,-82.16,42.47
1153,2d14b4b5-f109-40dc-8348-87de9e74b4b8,2021,Ruscom Station (2),final_classification_completed,final_rating_completed,non_tornadic_vortex,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated event location,Ontario,satellite,negligible_none,yes,,Witnesses captured video and photos of two concurrent vortex-funnel clouds aloft north of Ruscom Station. No evidence of vortex contact with the surface and no damage reported. Satellite imagery review revealed no visible damage.,,vortex_funnel_cloud_aloft,,,,,1320,,,0,concurrent_primary,,,3,8,1720,EDT,0,unknown,No,-82.65,42.23
1154,5e08b1e7-dc23-4bef-8a8f-13517f84a512,2021,Ruscom Station (1),final_classification_completed,final_rating_completed,non_tornadic_vortex,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated event location,Ontario,satellite,negligible_none,yes,,Witnesses captured video and photos of two concurrent vortex-funnel clouds aloft north of Ruscom Station. No evidence of vortex contact with the surface and no damage reported. Satellite imagery review revealed no visible damage.,,vortex_funnel_cloud_aloft,,,,,1320,,,0,concurrent_secondary,,,3,8,1720,EDT,0,unknown,No,-82.66,42.23
1155,9caa129c-453b-4d0e-8b8f-7044bf7e4c03,2021,Redberry Lake,final_classification_completed,final_rating_completed,non_tornadic_vortex,facebook_eg_instant_weather,Estimated event location,Saskatchewan,satellite,negligible_none,,,Witness captured a photo of a vortex-funnel cloud aloft near Redberry Lake. No evidence of vortex contact with the surface and no damage reported. Satellite imagery review revealed no visible damage.,,vortex_funnel_cloud_aloft,,,,,1155,,,0,N/A,,,4,8,1755,CST,0,unknown,No,-107.019999999998,52.6499999999991
1156,6ecca077-61ce-4e46-8a6e-7eaa8123cd75,2021,Domremy,final_classification_completed,final_rating_completed,unclassified_visual_vortex,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated event location,Saskatchewan,satellite,negligible_none,,,"Witnesses captured photos of a vortex attached to cloud base southwest of Domremy. Nature of vortex contact with the surface is not clear as view was obscured due to distance. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1400,,,0,N/A,,,9,8,2000,CST,0,unknown,No,-105.79,52.73
1157,7b539d12-dd2f-4360-80ab-3d2dfd4c2c21,2021,Kirkfield,final_classification_completed,final_rating_completed,non_tornadic_vortex,twitter_eg_ntp_hashtag,Estimated event location,Ontario,satellite,negligible_none,yes,,Witness captured a photo of a vortex-funnel cloud aloft east of Kirkfield near Balsam Lake. No evidence of vortex contact with the surface and no damage reported. Satellite imagery review revealed no visible damage.,,vortex_funnel_cloud_aloft,,,,,1645,,,0,N/A,,,7,8,2045,EDT,0,unknown,No,-78.92,44.58
1158,d3169494-3f2f-4c37-802e-98d88b671c68,2021,Gowanstown,final_classification_completed,final_rating_completed,unclassified_visual_vortex,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated event location,Ontario,satellite,negligible_none,yes,,"Witnesses captured photos of a vortex attached to cloud base near Gowanstown, however nature of vortex contact with the surface is unclear as view was obscured. No damage reported and satellite imagery review revealed no visible damage. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1945,,,unknown,N/A,,,7,8,2345,EDT,0,unknown,No,-80.91,43.75
1159,b596175d-c720-4e0d-8bb1-d2d2d3261c1f,2021,Kinburn,final_classification_completed,final_rating_completed,unclassified_visual_vortex,facebook_eg_instant_weather,Estimated event location,Ontario,satellite,negligible_none,yes,,"Witness captured a photo of a vortex attached to cloud base near Kinburn, however nature of vortex contact with the surface is unclear as view was obscured. No damage reported and satellite imagery review revealed no visible damage. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1955,,,unknown,N/A,,,7,8,2355,EDT,0,unknown,No,-76.18,45.35
1160,541c9366-a4dd-4138-8feb-729e9656c71a,2021,Crossfield,final_classification_completed,final_rating_completed,non_tornadic_vortex,facebook_eg_instant_weather,Estimated event location,Alberta,satellite,negligible_none,,,Witness captured a photo of a vortex-funnel cloud aloft west of Crossfield. No evidence of vortex contact with the surface and no damage reported. Satellite imagery review revealed no visible damage.,,vortex_funnel_cloud_aloft,,,,,1645,,,0,N/A,,,17,8,2245,MDT,0,unknown,No,-114.15,51.43
1161,805f104b-86c6-4d59-8238-c2e92fd20bb6,2021,Brule,final_classification_completed,final_rating_completed,unclassified_visual_vortex,facebook_eg_instant_weather,Estimated event location,Alberta,satellite,negligible_none,,,"Witnesses captured a photo of a vortex attached to cloud base near Brule (north of Jasper), however nature of vortex contact with the surface is unclear as view was obscured. No damage reported and satellite imagery review revealed no visible damage. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1330,,,unknown,N/A,,,17,8,1930,MDT,0,unknown,No,-117.92,53.2
1162,49c2f26b-54b2-4c77-8f6b-74a4d0ad6396,2021,Thamesville,final_classification_completed,final_rating_completed,non_tornadic_vortex,twitter_eg_ntp_hashtag,Estimated event location,Ontario,satellite,negligible_none,yes,,Witness captured a photo of a vortex-funnel cloud aloft near Thamesville. No evidence of vortex contact with the surface and no damage reported. Satellite imagery review revealed no visible damage.,,vortex_funnel_cloud_aloft,,,,,1525,,,0,N/A,,,26,8,1925,EDT,0,unknown,No,-81.95,42.54
1163,5f16812c-b55b-4f82-836a-2872885c6bdc,2021,Caraquet,final_classification_completed,final_rating_completed,non_tornadic_vortex,facebook_eg_instant_weather,Estimated event location,New Brunswick,,negligible_none,yes,,Witnesses captured video of a gustnado over Chaleur Bay at Caraquet. No damage reported and no evidence that the gustnado came ashore.,,gustnado,,,,,1730,,,0,N/A,,,26,8,2030,ADT,0,unknown,No,-64.935,47.798
1164,6e6d6245-4f3c-408b-859a-270921511197,2021,Moose Jaw,final_classification_completed,final_rating_completed,non_tornadic_vortex,twitter_eg_ntp_hashtag,Estimated event location,Saskatchewan,satellite,negligible_none,,,Witness captured a photo of a vortex-funnel cloud aloft south of Moose Jaw. No evidence of vortex contact with the surface and no damage reported. Satellite imagery review revealed no visible damage.,,vortex_funnel_cloud_aloft,,,,,1750,,,0,N/A,,,31,8,2350,CST,0,unknown,No,-105.53,50.29
1165,c038fed3-2224-4f0a-8c9b-2b3dd9e5b30e,2021,Ruthven,final_classification_completed,final_rating_completed,non_tornadic_vortex,twitter_eg_ntp_hashtag,Estimated event location,Ontario,satellite,negligible_none,yes,,Security camera captured video of a gustnado reported by a witness near Ruthven. No damage reported and satellite imagery review revealed no visible damage.,,gustnado,,,,,1635,,,0,N/A,,,14,6,2035,EDT,0,unknown,No,-82.683,42.092
1166,ea618de4-b185-4ec8-8aff-a182425d0ad2,2021,Minnedosa,final_classification_completed,final_rating_completed,unclassified_visual_vortex,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated event location,Manitoba,satellite,negligible_none,,,"Witnesses captured photos of a vortex attached to cloud base north of Minnedosa. Nature of vortex contact with the surface is not clear as view was obscured. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1320,,,unknown,N/A,,,27,6,1820,CDT,0,unknown,No,-99.84,50.28
1167,92d1ded7-52c1-461f-878e-81cf5a78c05e,2021,Pennant,final_classification_completed,final_rating_completed,unclassified_visual_vortex,twitter_eg_ntp_hashtag,Estimated event location,Saskatchewan,satellite,negligible_none,,,"Witness captured a photo of a vortex attached to cloud base near Pennant. Nature of vortex contact with the surface is not clear as view was obscured. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex.
 ",,,,,,,1736,,,unknown,N/A,,,8,7,2336,CST,0,unknown,No,-108.18,50.52
1168,baf5d937-4f0b-4258-840d-74e343dcf311,2021,Benson,final_classification_completed,final_rating_completed,unclassified_visual_vortex,twitter_eg_ntp_hashtag,Estimated event location,Saskatchewan,satellite,negligible_none,,,"Witnesses captured video of a vortex attached to cloud base near Benson. Nature of vortex contact with the surface is not clear as view was obscured. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1840,,,unknown,N/A,,,8,7,40,CST,0,unknown,No,-103.04,49.47
1169,1f07e81d-2473-465f-8351-fdf074fd1127,2021,Huff's Corners,final_classification_completed,final_rating_completed,unclassified_visual_vortex,facebook_eg_instant_weather,Estimated event location,Ontario,satellite,negligible_none,yes,,"Witnesses captured video and photos of a vortex attached to cloud base north of Huff's Corners, however nature of vortex contact with the surface is unclear as view was obscured. No damage reported and satellite imagery review revealed no visible damage. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1300,,,unknown,N/A,,,1,8,1700,EDT,0,unknown,No,-77.28,44.04
1170,cad4426f-5037-4e52-82d6-af300b7fd6b3,2021,Sainte-Seraphine,final_classification_completed,final_rating_completed,tornado_over_land,facebook_eg_instant_weather,Start of damage track,Quebec,"satellite,ground,drone",ef0,,yes,"Tree and structural damage was reported in Sainte-Seraphine following a storm passing through the area. No injuries were reported. An NTP ground and drone survey was completed on October 18, 2021. Damage assessed as EF0 tornado, with an estimated max. wind speed of 125 km/h, track length of 3.65 km and max. path width of 150 m. Tornado motion was from the WSW (approx. 245 degrees). Satellite imagery review revealed weak isolated tree damage in the tornado path.",https://ntpopendata-westernu.opendata.arcgis.com/apps/sainte-s%C3%A9raphine-qc-oct-16-2021-event-summary-map/explore,,,3.65,150,125,1629,QLCS,SBO/DOD-5 (LB),unknown,N/A,,245,16,10,2029,EDT,0,unknown,Yes,-72.2116,45.9085
